SeasonYear,Quarter,Minute,Second,Down,ToGo,YardLine,Rush/Pass/Special,OFF,DEF,,
2023,3,12,56,0,0,100,4,17,25,LV,NYJ
2023,3,15,0,0,0,65,4,25,17,NYJ,LV
2023,2,0,0,0,0,100,4,17,25,LV,NYJ
2023,2,0,3,4,9,64,3,17,25,LV,NYJ
2023,2,0,3,0,0,100,4,17,25,LV,NYJ
2023,2,0,13,3,10,63,1,17,25,LV,NYJ
2023,2,0,17,2,10,63,2,17,25,LV,NYJ
2023,2,0,21,1,10,63,2,17,25,LV,NYJ
2023,2,2,0,4,29,55,3,17,25,LV,NYJ
2023,2,2,7,3,18,66,4,17,25,LV,NYJ
2023,2,2,13,2,18,66,2,17,25,LV,NYJ
2023,2,2,56,1,10,74,4,17,25,LV,NYJ
2023,2,3,24,1,10,56,2,17,25,LV,NYJ
2023,3,8,54,2,2,88,1,24,9,NYG,DAL
2023,3,9,30,1,10,80,1,24,9,NYG,DAL
2023,3,10,4,1,10,59,1,24,9,NYG,DAL
2023,3,11,36,0,0,100,4,9,24,DAL,NYG
2023,3,13,3,0,0,100,4,9,24,DAL,NYG
2023,3,15,0,0,0,65,4,24,9,NYG,DAL
2023,2,0,0,0,0,100,4,24,9,NYG,DAL
2023,2,0,16,0,0,65,4,24,9,NYG,DAL
2023,2,0,16,0,0,85,4,9,24,DAL,NYG
2023,2,0,22,3,9,90,1,9,24,DAL,NYG
2023,2,0,58,2,18,81,2,9,24,DAL,NYG
2023,2,0,58,0,0,100,4,9,24,DAL,NYG
2023,2,1,5,2,8,91,2,9,24,DAL,NYG
2023,2,1,5,0,0,100,4,9,24,DAL,NYG
2023,2,1,16,1,10,89,2,9,24,DAL,NYG
2023,2,1,54,1,10,72,2,9,24,DAL,NYG
2023,2,1,59,2,3,56,2,9,24,DAL,NYG
2023,2,1,59,0,0,100,4,9,24,DAL,NYG
2023,2,3,48,0,0,65,4,24,9,NYG,DAL
2023,2,3,48,0,0,100,4,9,24,DAL,NYG
2023,2,3,48,0,0,85,4,9,24,DAL,NYG
2023,2,3,52,2,10,90,2,9,24,DAL,NYG
2023,2,3,59,1,10,90,2,9,24,DAL,NYG
2023,2,4,37,2,1,73,1,9,24,DAL,NYG
2023,2,5,20,1,10,64,1,9,24,DAL,NYG
2023,2,6,4,2,4,52,1,9,24,DAL,NYG
2023,2,6,36,0,0,100,4,9,24,DAL,NYG
2023,2,7,22,0,0,100,4,24,9,NYG,DAL
2023,2,8,48,0,0,100,4,9,24,DAL,NYG
2023,2,8,48,0,0,85,4,9,24,DAL,NYG
2023,2,8,52,2,1,99,2,9,24,DAL,NYG
2023,2,9,27,1,4,96,1,9,24,DAL,NYG
2023,2,10,6,1,10,81,1,9,24,DAL,NYG
2023,2,10,16,0,0,100,4,17,25,LV,NYJ
2023,2,11,48,0,0,65,4,17,25,LV,NYJ
2023,2,11,48,0,0,100,4,17,25,LV,NYJ
2023,2,11,51,4,12,88,3,25,17,NYJ,LV
2023,2,11,56,3,12,88,2,25,17,NYJ,LV
2023,2,12,42,2,12,88,1,25,17,NYJ,LV
2023,2,13,27,1,13,87,1,25,17,NYJ,LV
2023,2,13,33,1,3,97,1,25,17,NYJ,LV
2023,2,13,56,3,7,77,1,25,17,NYJ,LV
2023,2,14,38,2,14,70,2,25,17,NYJ,LV
2023,2,14,54,0,0,100,4,25,17,NYJ,LV
2023,4,3,30,3,4,60,2,25,17,NYJ,LV
2023,4,3,36,2,4,60,2,25,17,NYJ,LV
2023,4,4,16,1,10,54,2,25,17,NYJ,LV
2023,4,6,6,0,0,100,4,17,25,LV,NYJ
2023,4,6,13,1,10,71,1,17,25,LV,NYJ
2023,4,7,2,2,5,64,1,17,25,LV,NYJ
2023,4,7,49,1,10,59,1,17,25,LV,NYJ
2023,4,11,58,0,0,65,4,17,25,LV,NYJ
2023,4,11,58,0,0,100,4,17,25,LV,NYJ
2023,4,12,2,4,9,73,3,25,17,NYJ,LV
2023,4,12,40,3,10,72,1,25,17,NYJ,LV
2023,1,9,55,3,10,70,2,29,32,SEA,WAS
2023,1,10,1,2,10,70,2,29,32,SEA,WAS
2023,1,10,33,1,10,70,1,29,32,SEA,WAS
2023,1,10,40,2,14,55,2,29,32,SEA,WAS
2023,1,11,35,1,10,59,2,29,32,SEA,WAS
2023,1,13,26,0,0,65,4,29,32,SEA,WAS
2023,1,13,26,0,0,100,4,29,32,SEA,WAS
2023,1,13,26,0,0,85,4,32,29,WAS,SEA
2023,1,15,0,0,0,65,4,32,29,WAS,SEA
2023,4,0,0,0,0,100,4,9,24,DAL,NYG
2023,2,15,0,2,9,75,1,25,17,NYJ,LV
2023,1,0,0,0,0,100,4,25,17,NYJ,LV
2023,1,0,27,1,10,74,1,25,17,NYJ,LV
2023,1,0,27,0,0,100,4,17,25,LV,NYJ
2023,1,1,11,0,0,65,4,17,25,LV,NYJ
2023,1,1,11,0,0,100,4,17,25,LV,NYJ
2023,1,1,16,4,13,65,3,25,17,NYJ,LV
2023,1,1,56,3,18,60,2,25,17,NYJ,LV
2023,1,1,59,2,18,60,2,25,17,NYJ,LV
2023,1,2,18,2,8,70,1,25,17,NYJ,LV
2023,1,2,52,1,10,68,1,25,17,NYJ,LV
2023,1,3,26,2,5,60,2,25,17,NYJ,LV
2023,1,4,4,1,10,55,2,25,17,NYJ,LV
2023,1,6,15,0,0,65,4,25,17,NYJ,LV
2023,1,6,15,0,0,100,4,17,25,LV,NYJ
2023,1,6,18,4,1,78,3,17,25,LV,NYJ
2023,1,7,1,3,8,71,2,17,25,LV,NYJ
2023,1,7,41,2,16,63,2,17,25,LV,NYJ
2023,1,8,20,1,20,59,2,17,25,LV,NYJ
2023,1,8,48,1,10,69,2,17,25,LV,NYJ
2023,1,10,13,0,0,65,4,17,25,LV,NYJ
2023,1,10,18,4,13,71,3,25,17,NYJ,LV
2023,1,10,20,3,13,71,2,25,17,NYJ,LV
2023,1,11,3,2,20,64,1,25,17,NYJ,LV
2023,1,11,8,1,10,74,2,25,17,NYJ,LV
2023,1,15,0,0,0,65,4,17,25,LV,NYJ
2023,4,0,0,0,0,100,4,29,32,SEA,WAS
2023,4,0,3,2,10,75,3,29,32,SEA,WAS
2023,4,0,3,0,0,100,4,29,32,SEA,WAS
2023,4,0,4,1,10,75,4,29,32,SEA,WAS
2023,4,0,28,0,0,100,4,29,32,SEA,WAS
2023,4,0,38,0,0,100,4,29,32,SEA,WAS
2023,4,0,52,0,0,65,4,29,32,SEA,WAS
2023,4,0,52,0,0,85,4,32,29,WAS,SEA
2023,4,1,2,3,10,65,2,32,29,WAS,SEA
2023,4,1,8,2,10,65,2,32,29,WAS,SEA
2023,4,1,12,1,10,65,2,32,29,WAS,SEA
2023,4,1,28,4,1,57,2,32,29,WAS,SEA
2023,4,1,28,0,0,100,4,32,29,WAS,SEA
2023,4,1,28,0,0,100,4,32,29,WAS,SEA
2023,4,1,48,0,0,100,4,32,29,WAS,SEA
2023,4,2,0,0,0,100,4,32,29,WAS,SEA
2023,4,3,47,0,0,65,4,32,29,WAS,SEA
2023,4,3,47,0,0,85,4,29,32,SEA,WAS
2023,4,3,50,2,5,95,2,29,32,SEA,WAS
2023,4,4,23,1,4,96,4,29,32,SEA,WAS
2023,4,4,31,1,10,88,1,29,32,SEA,WAS
2023,4,4,37,1,5,72,2,29,32,SEA,WAS
2023,4,4,37,1,10,67,4,29,32,SEA,WAS
2023,4,4,41,4,5,61,2,29,32,SEA,WAS
2023,4,5,52,2,3,63,1,29,32,SEA,WAS
2023,4,6,22,1,10,56,1,29,32,SEA,WAS
2023,4,8,0,0,0,65,4,29,32,SEA,WAS
2023,4,8,0,0,0,100,4,29,32,SEA,WAS
2023,4,8,0,0,0,85,4,32,29,WAS,SEA
2023,4,8,6,1,10,81,2,32,29,WAS,SEA
2023,4,8,52,2,10,65,2,32,29,WAS,SEA
2023,4,8,55,1,10,65,2,32,29,WAS,SEA
2023,4,9,36,3,3,61,2,32,29,WAS,SEA
2023,4,10,22,2,5,59,1,32,29,WAS,SEA
2023,4,10,56,1,10,54,1,32,29,WAS,SEA
2023,4,12,14,0,0,65,4,32,29,WAS,SEA
2023,4,12,14,0,0,100,4,29,32,SEA,WAS
2023,4,12,19,4,7,74,3,29,32,SEA,WAS
2023,4,12,23,3,7,74,2,29,32,SEA,WAS
2023,4,12,28,2,7,74,2,29,32,SEA,WAS
2023,4,13,5,1,10,71,1,29,32,SEA,WAS
2023,4,13,43,4,1,64,1,29,32,SEA,WAS
2023,4,14,16,3,6,59,2,29,32,SEA,WAS
2023,4,15,0,2,14,51,2,29,32,SEA,WAS
2023,3,0,11,1,10,55,1,29,32,SEA,WAS
2023,3,7,18,4,7,51,3,29,32,SEA,WAS
2023,3,7,23,3,7,51,2,29,32,SEA,WAS
2023,3,7,58,2,6,52,1,29,32,SEA,WAS
2023,3,9,43,0,0,65,4,32,29,WAS,SEA
2023,3,9,43,0,0,100,4,29,32,SEA,WAS
2023,3,9,43,0,0,85,4,29,32,SEA,WAS
2023,3,10,32,0,0,65,4,29,32,SEA,WAS
2023,3,10,32,0,0,100,4,29,32,SEA,WAS
2023,3,10,37,4,18,71,3,32,29,WAS,SEA
2023,3,11,26,3,10,79,4,32,29,WAS,SEA
2023,3,11,30,2,10,79,2,32,29,WAS,SEA
2023,3,11,35,1,10,79,2,32,29,WAS,SEA
2023,3,12,56,0,0,100,4,29,32,SEA,WAS
2023,3,15,0,0,0,65,4,29,32,SEA,WAS
2023,2,0,0,0,0,100,4,29,32,SEA,WAS
2023,2,0,15,2,11,66,2,29,32,SEA,WAS
2023,2,0,15,0,0,100,4,29,32,SEA,WAS
2023,2,0,19,1,20,57,2,29,32,SEA,WAS
2023,2,0,26,1,10,67,2,29,32,SEA,WAS
2023,2,0,26,0,0,100,4,29,32,SEA,WAS
2023,2,0,31,2,4,55,1,29,32,SEA,WAS
2023,4,10,56,1,10,73,1,24,9,NYG,DAL
2023,4,14,43,0,0,100,4,9,24,DAL,NYG
2023,3,0,0,0,0,100,4,24,9,NYG,DAL
2023,3,1,29,0,0,65,4,24,9,NYG,DAL
2023,3,1,29,0,0,85,4,9,24,DAL,NYG
2023,3,1,33,2,10,88,2,9,24,DAL,NYG
2023,3,1,37,1,10,88,2,9,24,DAL,NYG
2023,3,2,18,3,10,56,2,9,24,DAL,NYG
2023,3,2,24,2,10,56,2,9,24,DAL,NYG
2023,3,3,4,1,10,56,1,9,24,DAL,NYG
2023,3,3,4,0,0,100,4,9,24,DAL,NYG
2023,3,4,40,0,0,65,4,24,9,NYG,DAL
2023,3,4,40,0,0,100,4,9,24,DAL,NYG
2023,3,4,40,0,0,85,4,9,24,DAL,NYG
2023,3,4,47,1,10,59,2,9,24,DAL,NYG
2023,3,8,7,0,0,100,4,9,24,DAL,NYG
2023,3,8,7,0,0,100,4,9,24,DAL,NYG
2023,3,8,7,0,0,85,4,24,9,NYG,DAL
2023,3,8,11,1,10,90,2,24,9,NYG,DAL
2023,2,10,47,1,10,70,2,9,24,DAL,NYG
2023,2,13,23,0,0,100,4,9,24,DAL,NYG
2023,2,13,28,4,2,96,1,24,9,NYG,DAL
2023,2,14,13,3,8,90,1,24,9,NYG,DAL
2023,2,14,55,2,10,88,4,24,9,NYG,DAL
2023,2,15,0,1,10,88,2,24,9,NYG,DAL
2023,1,0,4,0,0,100,4,9,24,DAL,NYG
2023,1,3,38,0,0,65,4,24,9,NYG,DAL
2023,1,3,38,0,0,100,4,9,24,DAL,NYG
2023,1,3,38,0,0,85,4,9,24,DAL,NYG
2023,1,3,44,1,10,86,1,9,24,DAL,NYG
2023,1,4,2,3,6,74,1,9,24,DAL,NYG
2023,1,4,38,2,10,70,1,9,24,DAL,NYG
2023,2,5,0,1,10,79,2,2,1,ATL,ARI
2023,2,5,22,1,10,71,1,2,1,ATL,ARI
2023,2,5,27,3,3,66,2,2,1,ATL,ARI
2023,2,6,2,2,5,64,1,2,1,ATL,ARI
2023,2,6,46,1,10,59,1,2,1,ATL,ARI
2023,2,7,25,2,7,52,2,2,1,ATL,ARI
2023,2,10,32,0,0,65,4,2,1,ATL,ARI
2023,2,10,32,0,0,100,4,1,2,ARI,ATL
2023,2,10,37,4,4,72,3,1,2,ARI,ATL
2023,2,10,43,3,4,72,2,1,2,ARI,ATL
2023,2,11,22,2,6,70,1,1,2,ARI,ATL
2023,1,8,48,4,6,74,3,29,32,SEA,WAS
2023,1,9,2,4,1,79,4,29,32,SEA,WAS
2023,4,0,6,0,0,100,4,9,24,DAL,NYG
2023,4,0,6,0,0,85,4,24,9,NYG,DAL
2023,4,0,10,1,2,98,2,24,9,NYG,DAL
2023,1,4,44,1,10,70,2,9,24,DAL,NYG
2023,1,5,19,1,10,54,2,9,24,DAL,NYG
2023,1,6,20,0,0,100,4,24,9,NYG,DAL
2023,1,7,9,0,0,100,4,9,24,DAL,NYG
2023,1,8,4,0,0,100,4,9,24,DAL,NYG
2023,1,10,16,0,0,100,4,9,24,DAL,NYG
2023,1,10,20,4,2,98,1,9,24,DAL,NYG
2023,1,10,24,3,2,98,2,9,24,DAL,NYG
2023,1,11,1,2,2,98,2,9,24,DAL,NYG
2023,1,11,38,1,4,96,1,9,24,DAL,NYG
2023,1,12,19,2,7,75,1,9,24,DAL,NYG
2023,1,12,52,1,10,72,1,9,24,DAL,NYG
2023,1,15,0,0,0,65,4,9,24,DAL,NYG
2023,4,0,0,0,0,100,4,18,11,LAC,DET
2023,4,0,2,4,12,78,3,11,18,DET,LAC
2023,4,0,2,0,0,100,4,11,18,DET,LAC
2023,4,0,32,3,11,79,4,11,18,DET,LAC
2023,4,0,56,2,11,79,4,11,18,DET,LAC
2023,4,1,40,1,10,80,4,11,18,DET,LAC
2023,4,1,40,0,0,100,4,11,18,DET,LAC
2023,4,1,47,4,2,74,2,11,18,DET,LAC
2023,4,1,51,3,14,62,2,11,18,DET,LAC
2023,4,1,51,0,0,100,4,11,18,DET,LAC
2023,4,2,0,2,11,65,2,11,18,DET,LAC
2023,4,2,0,0,0,100,4,11,18,DET,LAC
2023,4,2,46,1,10,66,1,11,18,DET,LAC
2023,4,3,34,0,0,65,4,11,18,DET,LAC
2023,4,3,34,0,0,100,4,18,11,LAC,DET
2023,4,3,34,0,0,85,4,18,11,LAC,DET
2023,4,3,42,4,1,62,2,18,11,LAC,DET
2023,4,3,42,0,0,100,4,18,11,LAC,DET
2023,4,4,26,3,1,62,1,18,11,LAC,DET
2023,4,5,11,2,10,53,2,18,11,LAC,DET
2023,4,5,46,1,10,53,1,18,11,LAC,DET
2023,4,6,12,2,3,100,1,18,11,LAC,DET
2023,4,7,30,0,0,65,4,18,11,LAC,DET
2023,4,7,30,0,0,100,4,18,11,LAC,DET
2023,4,7,30,0,0,85,4,11,18,DET,LAC
2023,4,7,35,3,1,75,2,11,18,DET,LAC
2023,4,8,12,2,7,69,4,11,18,DET,LAC
2023,4,8,46,1,10,66,1,11,18,DET,LAC
2023,4,11,30,0,0,65,4,11,18,DET,LAC
2023,3,12,9,0,0,100,4,4,10,BUF,DEN
2023,3,15,0,0,0,65,4,10,4,DEN,BUF
2023,2,0,0,0,0,100,4,4,10,BUF,DEN
2023,2,0,4,4,1,78,3,10,4,DEN,BUF
2023,2,0,20,3,6,73,2,10,4,DEN,BUF
2023,2,0,20,0,0,100,4,10,4,DEN,BUF
2023,2,0,30,2,7,72,2,10,4,DEN,BUF
2023,2,0,45,0,0,65,4,4,10,BUF,DEN
2023,2,0,49,4,6,70,3,10,4,DEN,BUF
2023,2,0,49,0,0,100,4,10,4,DEN,BUF
2023,2,1,1,3,16,60,1,10,4,DEN,BUF
2023,2,1,1,0,0,100,4,10,4,DEN,BUF
2023,2,1,7,2,20,56,1,10,4,DEN,BUF
2023,2,1,15,2,10,66,1,10,4,DEN,BUF
2023,2,1,15,0,0,100,4,10,4,DEN,BUF
2023,2,1,22,1,10,66,1,10,4,DEN,BUF
2023,2,2,0,3,1,64,1,10,4,DEN,BUF
2023,2,2,18,2,6,59,1,10,4,DEN,BUF
2023,2,2,54,1,10,55,1,10,4,DEN,BUF
2023,2,3,36,0,0,99,4,4,10,BUF,DEN
2023,2,3,36,0,0,85,4,4,10,BUF,DEN
2023,2,3,41,1,10,78,2,4,10,BUF,DEN
2023,2,4,17,1,10,64,1,4,10,BUF,DEN
2023,2,4,50,1,10,100,2,4,10,BUF,DEN
2023,2,7,10,0,0,100,4,4,10,BUF,DEN
2023,2,7,17,0,0,65,4,4,10,BUF,DEN
2023,2,7,17,0,0,85,4,10,4,DEN,BUF
2023,2,7,23,4,2,93,2,10,4,DEN,BUF
2023,2,7,23,0,0,100,4,10,4,DEN,BUF
2023,2,8,14,3,6,89,2,10,4,DEN,BUF
2023,2,8,57,2,7,88,1,10,4,DEN,BUF
2023,2,9,33,1,10,85,1,10,4,DEN,BUF
2023,2,10,14,1,10,74,2,10,4,DEN,BUF
2023,2,10,33,2,5,53,2,10,4,DEN,BUF
2023,2,11,10,0,0,100,4,4,10,BUF,DEN
2023,2,12,47,0,0,100,4,4,10,BUF,DEN
2023,2,12,54,4,4,54,3,10,4,DEN,BUF
2023,1,0,0,0,0,100,4,10,4,DEN,BUF
2023,1,2,30,0,0,100,4,4,10,BUF,DEN
2023,1,4,24,0,0,100,4,4,10,BUF,DEN
2023,1,5,59,1,10,100,4,10,4,DEN,BUF
2023,1,8,22,0,0,100,4,4,10,BUF,DEN
2023,1,8,30,3,4,72,2,4,10,BUF,DEN
2023,1,9,9,2,13,63,2,4,10,BUF,DEN
2023,1,9,25,2,8,68,4,4,10,BUF,DEN
2023,1,10,8,1,10,66,1,4,10,BUF,DEN
2023,1,12,39,0,0,65,4,4,10,BUF,DEN
2023,1,12,39,0,0,100,4,4,10,BUF,DEN
2023,1,12,42,4,4,78,3,10,4,DEN,BUF
2023,1,13,25,3,12,70,1,10,4,DEN,BUF
2023,1,13,42,3,7,75,4,10,4,DEN,BUF
2023,1,14,16,2,7,75,1,10,4,DEN,BUF
2023,1,14,52,1,10,72,1,10,4,DEN,BUF
2023,1,15,0,0,0,65,4,4,10,BUF,DEN
2023,4,0,5,2,10,56,2,25,17,NYJ,LV
2023,4,0,5,0,0,100,4,25,17,NYJ,LV
2023,4,0,13,1,10,56,2,25,17,NYJ,LV
2023,4,0,13,0,0,100,4,25,17,NYJ,LV
2023,4,1,5,0,0,100,4,17,25,LV,NYJ
2023,4,1,10,0,0,100,4,17,25,LV,NYJ
2023,4,1,22,2,8,80,2,25,17,NYJ,LV
2023,4,2,0,1,10,78,2,25,17,NYJ,LV
2023,4,2,0,0,0,100,4,25,17,NYJ,LV
2023,4,2,20,3,2,72,2,25,17,NYJ,LV
2023,4,3,0,2,10,64,2,25,17,NYJ,LV
2023,4,3,3,1,10,64,2,25,17,NYJ,LV
2023,4,12,44,2,10,72,2,25,17,NYJ,LV
2023,4,12,48,1,10,72,2,25,17,NYJ,LV
2023,4,13,27,1,10,60,2,25,17,NYJ,LV
2023,4,14,10,0,0,65,4,25,17,NYJ,LV
2023,4,14,10,0,0,85,4,17,25,LV,NYJ
2023,4,14,17,3,4,93,2,17,25,LV,NYJ
2023,4,15,0,2,5,92,1,17,25,LV,NYJ
2023,3,0,13,1,10,87,1,17,25,LV,NYJ
2023,3,0,46,0,0,100,4,17,25,LV,NYJ
2023,3,2,36,0,0,65,4,25,17,NYJ,LV
2023,3,2,36,0,0,100,4,17,25,LV,NYJ
2023,3,2,40,4,9,78,3,17,25,LV,NYJ
2023,3,2,45,3,9,78,2,17,25,LV,NYJ
2023,3,3,28,2,14,73,1,17,25,LV,NYJ
2023,3,4,11,1,10,77,1,17,25,LV,NYJ
2023,3,4,43,4,1,75,1,17,25,LV,NYJ
2023,3,5,35,3,6,70,2,17,25,LV,NYJ
2023,3,6,16,2,18,58,1,17,25,LV,NYJ
2023,3,7,0,1,10,66,4,17,25,LV,NYJ
2023,1,5,54,2,8,65,4,30,31,TB,TEN
2023,1,6,35,1,10,63,1,30,31,TB,TEN
2023,1,8,34,0,0,65,4,30,31,TB,TEN
2023,1,8,34,0,0,100,4,30,31,TB,TEN
2023,1,8,38,4,20,80,3,31,30,TEN,TB
2023,1,9,14,3,11,89,4,31,30,TEN,TB
2023,1,9,18,2,11,89,2,31,30,TEN,TB
2023,1,9,59,1,9,91,1,31,30,TEN,TB
2023,1,10,39,2,9,81,2,31,30,TEN,TB
2023,1,11,18,1,10,80,1,31,30,TEN,TB
2023,1,12,0,1,5,71,2,31,30,TEN,TB
2023,1,12,4,1,10,66,2,31,30,TEN,TB
2023,1,12,49,3,1,64,1,31,30,TEN,TB
2023,1,13,11,2,12,53,2,31,30,TEN,TB
2023,3,7,29,3,2,63,2,17,25,LV,NYJ
2023,3,8,11,2,10,55,2,17,25,LV,NYJ
2023,3,8,48,1,10,55,1,17,25,LV,NYJ
2023,3,8,48,0,0,100,4,17,25,LV,NYJ
2023,3,10,45,0,0,100,4,17,25,LV,NYJ
2023,3,11,0,0,0,100,4,17,25,LV,NYJ
2023,4,11,30,0,0,100,4,18,11,LAC,DET
2023,4,11,30,0,0,85,4,18,11,LAC,DET
2023,4,11,33,4,1,99,2,18,11,LAC,DET
2023,4,12,13,3,1,99,1,18,11,LAC,DET
2023,4,12,50,2,1,99,1,18,11,LAC,DET
2023,4,13,32,1,1,99,1,18,11,LAC,DET
2023,4,13,37,4,1,99,2,18,11,LAC,DET
2023,4,14,17,3,1,99,1,18,11,LAC,DET
2023,4,15,0,2,6,94,1,18,11,LAC,DET
2023,3,0,0,0,0,100,4,18,11,LAC,DET
2023,3,0,9,1,8,92,1,18,11,LAC,DET
2023,3,0,56,2,12,75,2,18,11,LAC,DET
2023,3,1,32,1,10,77,2,18,11,LAC,DET
2023,3,2,7,2,6,60,1,18,11,LAC,DET
2023,3,2,39,1,10,56,1,18,11,LAC,DET
2023,3,4,31,0,0,65,4,18,11,LAC,DET
2023,3,4,31,0,0,100,4,18,11,LAC,DET
2023,3,4,31,0,0,85,4,11,18,DET,LAC
2023,1,5,33,2,5,53,1,11,18,DET,LAC
2023,1,6,54,0,0,65,4,11,18,DET,LAC
2023,1,6,54,0,0,100,4,18,11,LAC,DET
2023,1,6,58,4,2,70,3,18,11,LAC,DET
2023,1,7,3,3,2,70,2,18,11,LAC,DET
2023,1,7,41,2,4,68,1,18,11,LAC,DET
2023,1,8,13,1,10,62,2,18,11,LAC,DET
2023,1,10,9,0,0,65,4,18,11,LAC,DET
2023,1,10,9,0,0,100,4,18,11,LAC,DET
2023,1,10,13,4,12,86,3,11,18,DET,LAC
2023,1,10,47,3,23,75,1,11,18,DET,LAC
2023,1,10,50,2,23,75,2,11,18,DET,LAC
2023,1,10,56,2,8,90,2,11,18,DET,LAC
2023,1,11,31,1,10,88,1,11,18,DET,LAC
2023,1,15,0,0,0,65,4,18,11,LAC,DET
2023,4,0,2,4,5,95,3,1,2,ARI,ATL
2023,4,0,2,0,0,100,4,1,2,ARI,ATL
2023,4,0,39,3,3,97,4,1,2,ARI,ATL
2023,4,0,39,0,0,100,4,1,2,ARI,ATL
2023,4,0,42,2,2,98,1,1,2,ARI,ATL
2023,4,0,42,0,0,100,4,1,2,ARI,ATL
2023,4,0,47,1,9,91,1,1,2,ARI,ATL
2023,4,0,47,0,0,100,4,1,2,ARI,ATL
2023,4,0,57,2,7,58,2,1,2,ARI,ATL
2023,4,0,57,0,0,100,4,1,2,ARI,ATL
2023,4,1,5,1,10,55,1,1,2,ARI,ATL
2023,4,2,0,0,0,100,4,1,2,ARI,ATL
2023,4,2,33,0,0,65,4,1,2,ARI,ATL
2023,4,2,33,0,0,98,4,2,1,ATL,ARI
2023,4,2,39,3,4,91,1,2,1,ATL,ARI
2023,4,3,8,2,7,88,1,2,1,ATL,ARI
2023,4,3,43,1,10,85,1,2,1,ATL,ARI
2023,4,3,49,2,10,53,2,2,1,ATL,ARI
2023,4,4,25,1,10,53,1,2,1,ATL,ARI
2023,4,5,43,0,0,100,4,1,2,ARI,ATL
2023,4,7,49,0,0,100,4,1,2,ARI,ATL
2023,4,8,1,4,1,79,1,2,1,ATL,ARI
2023,4,8,42,3,3,77,1,2,1,ATL,ARI
2023,4,9,17,2,8,72,2,2,1,ATL,ARI
2023,4,9,55,1,10,70,1,2,1,ATL,ARI
2023,4,10,33,3,9,60,1,2,1,ATL,ARI
2023,4,11,16,1,10,59,1,2,1,ATL,ARI
2023,4,13,58,0,0,100,4,2,1,ATL,ARI
2023,3,0,0,0,0,100,4,2,1,ATL,ARI
2023,3,0,19,0,0,65,4,2,1,ATL,ARI
2023,3,0,19,0,0,100,4,1,2,ARI,ATL
2023,4,7,1,0,0,100,4,30,31,TB,TEN
2023,4,7,5,4,9,83,3,30,31,TB,TEN
2023,4,7,9,3,9,83,2,30,31,TB,TEN
2023,4,7,53,2,14,78,1,30,31,TB,TEN
2023,4,9,4,2,5,58,1,30,31,TB,TEN
2023,4,9,49,1,10,53,2,30,31,TB,TEN
2023,4,12,54,0,0,65,4,30,31,TB,TEN
2023,4,12,54,0,0,100,4,30,31,TB,TEN
2023,4,12,57,4,9,91,3,31,30,TEN,TB
2023,4,13,3,3,9,91,2,31,30,TEN,TB
2023,4,13,46,2,6,94,1,31,30,TEN,TB
2023,4,13,51,1,6,94,2,31,30,TEN,TB
2023,4,14,32,3,4,79,2,31,30,TEN,TB
2023,4,15,0,2,9,74,2,31,30,TEN,TB
2023,3,0,17,1,10,73,1,31,30,TEN,TB
2023,3,0,58,3,2,60,2,31,30,TEN,TB
2023,3,1,4,2,2,60,2,31,30,TEN,TB
2023,3,1,43,1,10,52,1,31,30,TEN,TB
2023,3,2,46,0,0,65,4,31,30,TEN,TB
2023,3,2,46,0,0,100,4,30,31,TB,TEN
2023,3,2,46,0,0,85,4,30,31,TB,TEN
2023,3,2,53,3,3,78,2,30,31,TB,TEN
2023,3,3,32,2,4,77,1,30,31,TB,TEN
2023,3,4,15,1,10,71,2,30,31,TB,TEN
2023,3,4,57,2,8,54,2,30,31,TB,TEN
2023,3,5,33,1,10,52,1,30,31,TB,TEN
2023,3,7,31,0,0,100,4,30,31,TB,TEN
2023,3,10,42,0,0,65,4,31,30,TEN,TB
2023,3,10,42,0,0,100,4,30,31,TB,TEN
2023,3,10,45,4,7,93,3,30,31,TB,TEN
2023,3,10,48,3,7,93,2,30,31,TB,TEN
2023,3,10,55,2,7,93,2,30,31,TB,TEN
2023,2,0,0,0,0,100,4,31,30,TEN,TB
2023,2,0,42,4,5,59,3,30,31,TB,TEN
2023,2,0,46,3,5,59,2,30,31,TB,TEN
2023,2,1,22,2,7,57,1,30,31,TB,TEN
2023,2,2,0,1,10,54,1,30,31,TB,TEN
2023,2,2,0,0,0,100,4,30,31,TB,TEN
2023,2,2,7,3,1,53,1,30,31,TB,TEN
2023,2,2,44,2,4,100,1,30,31,TB,TEN
2023,2,4,38,0,0,100,4,30,31,TB,TEN
2023,2,5,39,0,0,65,4,31,30,TEN,TB
2023,2,5,39,0,0,85,4,30,31,TB,TEN
2023,2,5,49,1,10,57,2,30,31,TB,TEN
2023,2,8,48,0,0,100,4,30,31,TB,TEN
2023,2,11,12,0,0,100,4,30,31,TB,TEN
2023,2,12,39,0,0,100,4,30,31,TB,TEN
2023,2,12,44,4,2,67,3,31,30,TEN,TB
2023,2,13,24,3,12,57,2,31,30,TEN,TB
2023,2,14,8,2,6,63,4,31,30,TEN,TB
2023,2,14,49,1,10,59,1,31,30,TEN,TB
2023,1,0,0,0,0,100,4,30,31,TB,TEN
2023,1,1,44,0,0,100,4,31,30,TEN,TB
2023,1,5,2,0,0,100,4,30,31,TB,TEN
2023,1,5,17,3,15,58,2,30,31,TB,TEN
2023,1,13,54,1,10,55,1,31,30,TEN,TB
